DCRAINTERNALNUMBER,ISSUE_DATE,PERMIT_ID,PERMIT_TYPE_NAME,PERMIT_SUBTYPE_NAME,PERMIT_CATEGORY_NAME,APPLICATION_STATUS_NAME,FULL_ADDRESS,DESC_OF_WORK,SSL,ZONING,PERMIT_APPLICANT,FEE_TYPE,FEES_PAID,OWNER_NAME,LASTMODIFIEDDATE,CITY,STATE,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
10231200010,11/30/2011 12:00:00 AM,AN1200010,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1100 NEW JERSEY AVE SE,TO REMOVE 3 EXISTING PANEL ANTENNAS AND INSTALL 6 NEW PANEL ANTENNAS. TO ADD 1 NEW EQUIPMENT CABINET.,0742    0039,,SPRINT (OWN); WILLIAM  STONE (AFO),33.00 (MISC); 3.90 (AAREFEEGRN); 597.00 (ADDALTREP); 39.00 (GREENBLDG); 89.50 (AAREFEE); 298.00 (ALTREPAIR),1060,SPRINT,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.87695160161340,-77.00394217520130,20003,285822,124352,124352,6,6D,6D07,FIRST,106,27,NONE,NONE,NONE,CAPITOL RIVERFRONT BID
10231200015,11/29/2011 12:00:00 AM,AN1200015,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,3827 PENNSYLVANIA AVE SE,ADD 3 ANTENNAS TO FLAGPOLE AND NEW EQUIPMENT  CABINET IN EXISTING COMPOUND AS PER PLANS.,5673    0803,,JIM  CALABRESE (AFO),113.10 (GREENBLDG); 99.00 (REVISION); 1737.00 (ALTREPAIR); 3.30 (MISCEFFE); 33.00 (MISC),1985,PA PROPERTIES LLC,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.86521235727880,-76.951654044075,20020,295900,131725,131725,7,7B,7B06,SIXTH,606,35,NONE,NONE,NONE,NONE
10231200016,12/21/2011 12:00:00 AM,AN1200016,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,888 1ST ST NE,TO REMOVE 6 EXISTING ANTENNAS AND REPLACE WITH 6 NEW PANEL ANTENNAS. TO REMOVE 3 EXISTING EQUIPMENT CABINETS AND REPLACE WITH 2 NEW EQUIPMENT CABINETS.,0675    0846,,SPRINT (OWN); WILLIAM  STONE (AFO),33.00 (MISC); 396.00 (REVISION); 39.00 (GREENBLDG); 99.30 (AAREFEE); 597.00 (ALTREPAIR),1164,SPRINT,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.90152954297110,-77.00711754359620,20002,81586,52882,52882,6,6C,6C05,FIRST,103,25,NONE,NONE,NONE,NOMA BID
10231200018,12/1/2011 12:00:00 AM,AN1200018,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,4840 MACARTHUR BLVD NW UNIT 101-C,TO INSTALL 3 EXISTING ANTENNAS AND INSTALL 3 NEW PANEL ANTENNAS. TO REMOVE 3 EXISTING EQUIPMENT CABINETS AND INSTALL 3 NEW EQUIPMENT CABINETS.,1388    2053,,SPRINT (OWN); WILLIAM  STONE (AFO),33.00 (MISC); 3.90 (AAREFEEGRN); 597.00 (ADDALTREP); 39.00 (GREENBLDG); 79.50 (AAREFEE); 198.00 (ALTREPAIR),950,"DTS, LLC",5/1/2012 5:20:52 AM,WASHINGTON,DC,38.91712728881520,-77.096751241597,20007,284988,123826,123826,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,NONE
10231200019,2/9/2012 12:00:00 AM,AN1200019,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,215 CONSTITUTION AVE NE,TO REMOVE 3 PANEL ANTENNAS AND INSTALL 6 PANEL ANTENNAS. TO INSTALL 1 EQUIPMENT CABINET.,0758    0011,,SPRINT (OWN); WILLIAM  STONE (AFO),297.00 (REVISION); 39.00 (GREENBLDG); 66.90 (REVISION); 597.00 (ALTREPAIR); 33.00 (MISC),1033,SPRINT,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.89181294303120,-77.00286834630710,20002,286686,124887,124887,6,6C,6C07,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
10231200020,11/30/2011 12:00:00 AM,AN1200020,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,4400 MASSACHUSETTS AVE NW,REMOVE 3 EXISTING PANEL ANTENNAS / INSTALL 6 NEW PANEL ANTENNAS  REMOVE EXISTING 4 EQUIPMENT CABINETS / INSTALL 3 NEW EQUIPMENT CABINETS,1600    0001,,THE AMERICAN UNIVERSITY (OWN); TIM  ACO PROPERTY ADVISORS (AFO),33.00 (MISC); 297.00 (ADDITION); 29.70 (AAREFEE),360,THE AMERICAN UNIVERSITY,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.93908175542180,-77.08841481823950,20016,223994,67320,67320,3,3D,3D02,SECOND,202,13,NONE,NONE,NONE,NONE
10231200021,11/30/2011 12:00:00 AM,AN1200021,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,4651 NANNIE HELEN BURROUGHS AVE NE,TO REMOVE 6 EXISTING PANEL ANTENNAS AND INSTALL 6 NEW PANEL ANTENNAS. TO INSTALL 1 ADDITIONAL EQUIPMENT CABINET.,5147    0081,,SPRINT  CIH GLENDALE PLAZA LP (OWN); WILLIAM  STONE (AFO),33.00 (MISC); 3.90 (AAREFEEGRN); 597.00 (ALTREPAIR); 39.00 (GREENBLDG); 79.50 (AAREFEE); 198.00 (ADDITION),950,SPRINT CIH GLENDALE PLAZA LP,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.89855336365140,-76.934252124316,20019,288260,126461,126461,7,7C,7C01,SIXTH,602,30,NONE,NONE,NONE,NONE
10231200023,1/12/2012 12:00:00 AM,AN1200023,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2600 DOUGLASS PL SE,REMOVE 3 PANEL ANTENNAS / INSTALL 6 NEW PANEL ANTENNAS   INSTALL 1 NEW EQUIPMENT CABINET.,5872    0950,,SPRINT (OWN); ACO PROPERTY ADVISORS (AFO),3.90 (AAREFEEGRN); 597.00 (ADDALTREP); 39.00 (GREENBLDG); 89.40 (AAREFEE); 297.00 (ALTREPAIR); 33.00 (MISC),1059,SPRINT,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.85661934433770,-76.98804976448240,20020,155368,60191,60191,8,8A,8A06,SEVENTH,703,37,NONE,NONE,NONE,NONE
10231200024,1/26/2012 12:00:00 AM,AN1200024,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1530 16TH ST NW,REMOVE EXISTING 3 PANEL ANTENNAS / INSTALL 6 NEW PANEL ANTENNAS  INSTALL 1 NEW EQUIPMENT CABINET,0180    0801,,HIGHTOWERS LLC (OWN); TIM  ACO PROPERTY ADVISORS (AFO),297.00 (REVISION); 42.90 (GREENBLDG); 95.70 (AAREFEE); 660.00 (ALTREPAIR); 33.00 (MISC),1129,HIGHTOWERS LLC,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.91070017346720,-77.036975078313,20036,225745,68442,68442,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,NONE
10231200027,1/12/2012 12:00:00 AM,AN1200027,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2001 15TH ST NW,TO REMOVE 6 EXISTING PANEL ANTENNAS AND INSTALL 6 NEW PANEL ANTENNAS. TO INSTALL 1 ADDITIONAL EQUIPMENT CABINET.,0204    0207,R-5-D,PAUL LAURENCE DUNBAR APARTMENTS LP (OWN); WILLIAM  STONE (AFO),33.00 (MISC); 3.90 (AAREFEEGRN); 597.00 (ADDALTREP); 39.00 (GREENBLDG); 99.30 (AAREFEE); 396.00 (ADDITION),1168,PAUL LAURENCE DUNBAR APARTMENTS LP,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.91747250309730,-77.03417182438810,20009,239975,83249,83249,1,1B,1B04,THIRD,301,3,NONE,NONE,NONE,NONE
10231200031,11/30/2011 12:00:00 AM,AN1200031,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2125 4TH ST NW,REMOVE 3 EXISTING PANEL ANTENNAS / INSTALL 6 NEW PANEL ANTENNAS. REMOVE 4 EXISTING EQUIPMENT CABINET / INSTALL 3 NEW EQUIPMENT CABINETS OF THE EXISTING BUILDING.,3070    0095,R-5-B,DC HOUSING AUTHORITY (OWN); TIM  ACO PROPERTY ADVISORS (AFO),3.90 (AAREFEEGRN); 297.00 (ADDALTREP); 39.00 (GREENBLDG); 89.40 (AAREFEE); 597.00 (ALTREPAIR); 33.00 (MISC),1059,DC HOUSING AUTHORITY,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.91922129703880,-77.01740338397490,20001,284228,122402,122402,1,1B,1B11,THIRD,306,3,NONE,NONE,NONE,NONE
10231200036,12/8/2011 12:00:00 AM,AN1200036,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,6939 GEORGIA AVE NW,REMOVE 3 EXISTING PANEL ANTENNAS / INSTALL 6 NEW PANEL ANTENNAS  REMOVE 2 EXISTING EQUIPMENT CABINETS / INSTALL 2 NEW EQUIPMENT CABINETS,2967    0077,R-5-B,WALTER REED APARTMENTS (OWN); TIM  ACO PROPERTY ADVISORS (AFO),39.00 (GREENBLDG); 597.00 (ALTREPAIR); 297.00 (REVISION); 59.70 (AAREFEE); 33.00 (MISC),1026,WALTER REED APART LTD,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.97493670107110,-77.02648502551990,20012,253848,96713,96713,4,4B,4B02,FOURTH,401,17,NONE,NONE,NONE,NONE
10231200039,12/8/2011 12:00:00 AM,AN1200039,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,5255 LOUGHBORO RD NW,REMOVE 3 EXISTING ANTENNAS / INSTALL 6 NEW PANEL ANTENNAS  REMOVE 2 EXISTING EQUIPMENT CABINETS / INSTALL 2 NEW EQUIPMENT CABINETS,1448N   0026,,SIBLEY MEMORIAL HOSPITAL (OWN); TIM  ACO PROPOERTY ADVISORS (AFO),39.00 (GREENBLDG); 297.00 (REVISION); 597.00 (ALTREPAIR); 33.00 (MISC),966,SIBLEY MEMORIAL HOSPITAL,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.93622112893570,-77.10923889284640,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
10231200044,12/8/2011 12:00:00 AM,AN1200044,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1511 FRANKLIN ST NE,"REMOVE 9 PANEL ANTENNAS, INSTALL 9 NEW PANEL ANTENNS  UPGRADE EXISTING EQUIPMENT CABINET INSTALLED WITH THE ROOF MOUNTED SHELTER",4128    0077,C-2-A,"BROOKLAND INVESTMENTS I, LLC (OWN); TIM  ACO PROPERTY ADVISORS (AFO)",33.00 (MISC); 39.00 (GREENBLDG); 297.00 (REVISION); 597.00 (ALTREPAIR),966,BROOKLAND INVESTMENTS I LLC,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.92527270129830,-76.98303128992810,20018,62164,37878,37878,5,5B,5B01,FIFTH,505,22,NONE,NONE,NONE,NONE
10231200048,12/21/2011 12:00:00 AM,AN1200048,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1400 FLORIDA AVE NE,TO REMOVE 3 EXISTING PANEL ANTENNAS AND INSTALL 6 NEW PANEL ANTENNAS.  TO REMOVE 3 EXISTING EQUIPMENT CABINETS AND INSTALL 1 NEW EQUIPMENT CABINET. DELTA TOWERS.,4068    0834,C-2-C,SPRINT  DELTA HOUSING CORPORATION (OWN); WILLIAM  STONE (AFO),297.00 (REVISION); 39.00 (GREENBLDG); 89.40 (AAREFEE); 597.00 (ALTREPAIR); 33.00 (MISC),1055,SPRINT DELTA HOUSING CORPORATION,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.90055769833740,-76.98433191054340,20002,65280,40218,40218,5,5B,5B08,FIFTH,506,23,NONE,NONE,NONE,NONE
10231200050,12/22/2011 12:00:00 AM,AN1200050,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2900 ADAMS MILL RD NW,INSTALL 9 ANTENNAS AND SHELTER ON EXISTING ROOFTOP WITH ROUTING OF SIGNAL & UTILITY CABLES AS PER PLANS,2587W   0800,R-5-B,JIM  CALABRESE (AFO),33.00 (MISC); 297.00 (REVISION); 143.00 (GREENBLDG); 249.40 (AAREFEE); 2197.00 (ALTREPAIR),2919,ADAMS MILL ENTERPRISES LLC,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.92692055787540,-77.04354608447050,20009,236110,79083,79083,1,1C,1C04,FOURTH,408,1,NONE,NONE,NONE,NONE
10231200051,12/8/2011 12:00:00 AM,AN1200051,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1150 17TH ST NW,TO REMOVE 3 EXISTING PANEL ANTENNAS AND INSTALL 6 NEW PANEL ANTENNAS. TO REMOVE 2 EXISTING EQUIPMENT CABINETS AND INSTALL 1 NEW EQUIPMENT CABINET.,0162    0095,,"SPRINT  1150 17TH STREET ASSOCIATES, LP (OWN); WILLIAM  STONE (AFO)",39.00 (GREENBLDG); 597.00 (ALTREPAIR); 297.00 (REVISION); 59.70 (AAREFEE); 33.00 (MISC),1026,1150 17TH STREET ASSOCIATES LP,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.90533395271820,-77.03876298957560,20036,299574,135249,135249,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
10231200056,2/15/2012 12:00:00 AM,AN1200056,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2550 M ST NW,TO REMOVE 6 EXISTING PANEL ANTENNAS AND INSTALL 6 NEW PANEL ANTENNAS. TO ADD 1 NEW RACK UNIT CABINET INSIDE THE EXISTING EQUIPMENT SHELTER.,0014    0068,,"SPRINT  CARR CRHP DC/VA PROPERTIES, LLC (OWN); WILLIAM  STONE (AFO)",16.50 (MISC); 16.50 (MISCFILE); 597.00 (ALTREPAIR); 39.00 (GREENBLDG); 66.90 (REVISION); 396.00 (REVISION),1132,CARR CRHP DC/VA PROPERTIES,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.90497008581780,-77.05420795934790,20037,277177,119285,119285,2,2A,2A02,SECOND,207,5,NONE,NONE,NONE,NONE
10231200057,2/9/2012 12:00:00 AM,AN1200057,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,3220 CONNECTICUT AVE NW,"REMOVE 6 PANEL ANTENNAS, INSTALL 6 NEW PANEL ANTENNAS  UPGRADE EXISTING EQUIPMENT CABINET, INSTALL 1 NEW BATTERY CABINET.",2084    0023,,DARO REALTY (OWN); TIM  ACO PROPERTY ADVISORS (AFO),33.00 (HPRB); 396.00 (REVISION); 396.00 (REVISION); 597.00 (ALTREPAIR); 39.00 (GREENBLDG),1101,DARO REALTY,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.93325710102890,-77.05749127458480,20008,277288,119670,119670,3,3C,3C09,SECOND,204,15,NONE,NONE,NONE,NONE
10231200061,12/21/2011 12:00:00 AM,AN1200061,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,5437 CONNECTICUT AVE NW,TO REMOVE 3 EXISTING PANEL ANTENNAS AND INSTALL 6 NEW PANEL ANTENNAS. TO REPLACE 1 EXISTING CABINET WITH 1 NEW CABINET.,1869    0823,R-5-D,SPRINT  BDC LIVINGSTON LLC (OWN); WILLIAM  STONE (AFO),16.50 (MISC); 16.50 (MISCFILE); 39.00 (GREENBLDG); 597.00 (ALTREPAIR); 297.00 (REVISION); 89.40 (AAREFEE),1055,BDC LIVINGSTON LLC,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.96287373899720,-77.07395018238150,20015,264055,106932,106932,3,3G,3G05,SECOND,201,10,NONE,NONE,NONE,NONE
10231200062,3/30/2012 12:00:00 AM,AN1200062,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1401 PENNSYLVANIA AVE NW,"REMOVE 3 EXISTING ANTENNAS, INSTALL 6 NEW PANEL ANTENNAS  UPGRADE EXISTING EQUIPMENT CABINET, INSTALL 1 NEW BATTERY CABINET",0225    0033,,THE WILLARD ASSOCIATES (OWN); TIM  ACO PROPERTY ADVISORS (AFO),33.00 (HPRB); 89.40 (AAREFEE); 89.40 (AAREFEE); 597.00 (ALTREPAIR); 39.00 (GREENBLDG); 297.00 (REVISION),1055,THE WILLARD ASSOCIATES,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.89649258143540,-77.03234479020550,20004,279129,121247,121247,2,2F,2F03,SECOND,207,8,NONE,NONE,NONE,DOWNTOWN BID
10231200063,2/9/2012 12:00:00 AM,AN1200063,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,6200 OREGON AVE NW,REMOVE 3 EXISTING PANEL ANTENNAS AND INSTALL 6 NEW PANEL ANTENNAS. REMOVE 3 EXISTING CABINETS AND INSTALL 3 NEW CABINETS.,2339    0003,,"SPRINT  ARMY DISTAFF FOUNDATION, INC (OWN); WILLIAM  STONE (AFO)",16.50 (HPRB); 16.50 (MISC); 297.00 (REVISION); 297.00 (REVISION); 66.90 (REVISION); 597.00 (ALTREPAIR); 39.00 (GREENBLDG),1033,ARMY DISTAFF FOUNDATION,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.97149124936080,-77.05567091180830,20015,260445,103599,103599,4,3G,3G02,SECOND,201,10,NONE,NONE,NONE,NONE
10231200067,2/15/2012 12:00:00 AM,AN1200067,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2500 CALVERT ST NW,"REMOVE 3 EXISTING PANEL ANTENNAS, INSTALL 6 NEW PANEL ANTENNAS  REMOVE 4 EXISTING EQUIPMENT CABINET, INSTALL 3 NEW EQUIPMENT CABINET.",2138    0812,,OMNI SHOREHAM HOTEL (OWN); TIM  ACO PROPERTY ADVISORS (AFO),16.50 (MISC); 16.50 (MISCFILE); 297.00 (REVISION); 597.00 (ALTREPAIR); 66.90 (RENEWAL); 39.00 (GREENBLDG),1033,OMNI SHOREHAM HOTEL,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.92262586743210,-77.05366439198030,20008,277165,119273,119273,3,3C,3C02,SECOND,204,15,NONE,NONE,NONE,NONE
10231200071,1/18/2012 12:00:00 AM,AN1200071,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1080 WISCONSIN AVE NW,INSTALL TWELVE (9) NEW ANTENNAS ON EXISTING PLATFORM  AND FIVE (5) NEW EQUIPMENT CABINETS ON EXISTING PLATFORM AS PER PLANS.,1200    2234,W-1,JIM  CALABRESE (AFO),33.00 (FILINGFEE); 1317.00 (ALTREPAIR); 85.80 (GREENBLDG); 297.00 (REVISION),1733,KAVAL GULHATI TRUSTEE,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.90467318603270,-77.06297849808820,20007,274893,117639,117639,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
10231200072,1/19/2012 12:00:00 AM,AN1200072,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2233 WISCONSIN AVE NW,TO REMOVE 3 EXISTING PANEL ANTENNAS AND INSTALL 6 NEW PANEL ANTENNAS. TO ADD 1 NEW EQUIPMENT CABINET.,1299    1006,,SPRINT  FRANK HENNEBURG (OWN); TIM  GRANT (AFO),16.50 (MISC); 16.50 (MISCFILE); 39.00 (GREENBLDG); 297.00 (REVISION); 597.00 (ALTREPAIR),966,SPRINT FRANK HENNEBURG,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.91994101365830,-77.07077592000260,20007,284312,122803,122803,3,3B,3B02,SECOND,204,14,NONE,NONE,NONE,NONE
10231200074,1/12/2012 12:00:00 AM,AN1200074,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1747 PENNSYLVANIA AVE NW,TO REMOVE 3 EXISTING PANEL ANTENNAS IN A STEALTH CANISTER AND INSTALL 2 NEW STEALTH CANISTERS WITH 3 NEW ANTENNAS INSIDE EACH ONE. TO ADD 1 ADDITIONAL EQUIPMENT CABINET TO THE EXISTING PLATFORM.,0166    0033,C-4,"SPRINT  1747 PENNSYLVANIA AVE, LLC (OWN); WILLIAM  STONE (AFO)",16.50 (MISC); 16.50 (MISCFILE); 597.00 (ADDALTREP); 39.00 (GREENBLDG); 3.90 (AAREFEEGRN); 89.40 (AAREFEE); 297.00 (ALTREPAIR),1059,1747 PENNSYLVANIA AVENUE ASSOC LP,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.89961934359320,-77.04081661839690,20006,279374,121441,121441,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
10231200075,2/15/2012 12:00:00 AM,AN1200075,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1330 MARYLAND AVE SW,"REMOVE 3 EXISTING PANEL ANTENNAS, INSTALL 6 NEW PANEL ANTEENAS UPGRADE EXISTING EQUIPMENT CABINET",0299    0831,,"PORTALS HOTEL SITE, LLC (OWN); TIM  ACO PROPERTY ADVISORS (AFO)",39.00 (GREENBLDG); 297.00 (RENEWAL); 597.00 (ALTREPAIR); 16.50 (MISC); 16.50 (MISCFILE),966,"PORTALS HOTEL SITE, LLC",5/1/2012 5:20:52 AM,WASHINGTON,DC,38.88360210656080,-77.03044887273780,20024,297583,133681,133681,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,NONE
10231200078,1/12/2012 12:00:00 AM,AN1200078,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1600 NEW YORK AVE NE,"REMOVE 3 EXISTING PANEL ANTENNAS, INSTALL 6 NEW PANEL ANTENNAS  UPGRADE EXISTING RF CABINET, INSTALL 1 NEW BATTERY CABINET.",4102    0821,M,"PRAMUKH SWAMI MANAGEMENT, LLC (OWN); TIM  ACO PROPERTY ADVISORS (AFO)",297.00 (ALTREPAIR); 3.90 (AAREFEEGRN); 39.00 (GREENBLDG); 92.70 (AAREFEE); 597.00 (ADDALTREP); 33.00 (FILINGFEE),1063,PHILADELPHIA BALTIMORE & WASHINGTON RAILROAD COMPANY,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.91742515636870,-76.97997155871260,20002,60554,37023,37023,5,5B,5B09,FIFTH,505,22,NONE,NONE,NONE,NONE
10231200088,2/29/2012 12:00:00 AM,AN1200088,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2700 MARTIN LUTHER KING JR AVE SE,INSTALL 12 ANTENNAS ON EXISTING TOWER AND INSTALL ASSOCIATED  EQUIPMENT IN SHELTER ON PAD IN EXISTING UNMANNED COMPOUND AS PER PLANS. INSTALLATION OF BACK-UP GENERATOR AS PER PLANS.,5868S   0802,,DISTRICT OF COLUMBIA OFFICE OF PROP (OWN); JIM  CALABRESE (AFO),16.50 (MISCFILE); 396.00 (REVISION); 17.00 (FILINGFEE); 111.63 (REVISION); 66.30 (GREENBLDG); 1017.00 (ALTREPAIR),1624,DISTRICT OF COLUMBIA OFFICE OF PROPERTY MANAGEMENT,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.85068463261530,-76.99472857376740,20032,301562,187306,187306,8,8C,8C03,SEVENTH,703,NONE,NONE,NONE,NONE,NONE
10231200091,3/30/2012 12:00:00 AM,AN1200091,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1700 EAST CAPITOL ST NE,TO REMOVE 6 PANEL ANTENNAS AND INSTALL 3 NEW PANEL ANTENNAS AND 1 DISH ANTENNA. TO REMOVE 2 EXISTING CABINETS AND INSTALL 2 NEW CABINETS.,1095    0800,,SPRINT  DISTRICT OF COLUMBIA (OWN); WILLIAM  STONE (AFO),16.50 (MISC); 16.50 (MISCFILE); 39.00 (GREENBLDG); 597.00 (ALTREPAIR); 297.00 (REVISION); 89.40 (AAREFEE),1055,SPRINT DISTRICT OF COLUMBIA,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.89040266239860,-76.97968429322150,20003,289529,128424,128424,6,6A,6A08,FIRST,108,26,NONE,NONE,NONE,NONE
10231200093,3/15/2012 12:00:00 AM,AN1200093,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,800 SOUTHERN AVE SE,TO REMOVE 3 EXISTING PANEL ANTENNAS AND INSTALL 3 NEW PANEL ANTENNAS. TO REMOVE 3 EXISTING CABINETS AND INSTALL 2 NEW CABINETS.,6210    0038,,SPRINT  PARK SOUTHERN NEIGHBORHOOD CORP (OWN); WILLIAM  STONE (AFO),33.00 (FILINGFEE); 597.00 (ALTREPAIR); 198.00 (ADDITION); 39.00 (GREENBLDG); 82.80 (AAREFEE),950,PARK SOUTHERN NEIGHBORHOOD CORPORATION,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.827353368274,-76.99461835607280,20032,79579,51772,51772,8,8D,8D01,SEVENTH,706,39,NONE,NONE,NONE,NONE
14330900005,6/18/2010 12:00:00 AM,EX0900005,CONSTRUCTION,EXCAVATION ONLY,NA,PERMIT ISSUED,46 N ST NW,EXCAVATION PLANS FOR FUTURE DWELLING UNITS.,0368    0829,,JIMI  ADE (AFO),325.00 (FILINGFEE); 325.00 (ALTREPAIR); 32.50 (AAREFEE),683,SASHA MUSAEV,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.907043068590,-77.01196905988620,20001,308355,459464,395194,5,5C,5C02,FIFTH,501,21,NONE,NONE,NONE,NONE
14331200035,3/6/2012 12:00:00 AM,EX1200035,CONSTRUCTION,EXCAVATION ONLY,NA,PERMIT ISSUED,725 21ST ST NW,"EXCAVATION ONLY, LESS THAN 5000 SQ FEET, SOIL TO BE BACKFILLED WITHIN 24 HOURS.",0102    0046,R-5-D,GEORGE WASHINGTON UNIVERSITY (OWN); FVI 2020 (AFO),65.00 (FILINGFEE); 6.50 (EXCVATEFEE2); 6.50 (EXCAVATEEFEE); 65.00 (EXCAVATE),143,GEORGE WASHINGTON UNIVERSITY,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.89909830164150,-77.04636500054080,20006,291188,130023,130023,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,NONE
15110900041,11/13/2008 12:00:00 AM,FB0900041,SUPPLEMENTAL,BOILER,FUEL BURNING,PERMIT ISSUED,215 CONSTITUTION AVE NE,,0758    0011,CAP/R-4,MAGNOLIA  PLUMBING (AFO); JOSEPH M MAGNOLIA (AFO),,65,LM ASSOCIATES LLC,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.89181294303120,-77.00286834630710,20002,286686,124887,124887,6,6C,6C07,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
15110900061,12/8/2008 12:00:00 AM,FB0900061,SUPPLEMENTAL,BOILER,FUEL BURNING,PERMIT ISSUED,711 21ST ST NE,,PAR 01600035,,(AFO); MERTON (AFO),,66,DISTRICT OF COLUMBIA,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.89932287122890,-76.97395298686720,20002,288892,127769,127769,5,5B,5B12,FIFTH,507,23,NONE,NONE,NONE,NONE
