NID,CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,LATITUDE,LONGITUDE,CITY,STATE,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
1157322,12057437,4/27/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:08 AM,UNIT B/O FORRESTER ST SW,38.82518841911820,-77.00800945833390,WASHINGTON,DC,8,8D,8D04,SEVENTH,708,39,NONE,NONE,NONE,NONE
1157327,12057450,4/27/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:08 AM,1300 B/O 1ST ST SW,38.87380577314730,-77.01217362457560,WASHINGTON,DC,6,6D,6D06,FIRST,105,9,1ST ST SW & M ST SW,1ST ST SW & M ST SW,1ST ST SW & M ST SW,NONE
1157354,12057342,4/27/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:07 AM,4800 B/O 7TH ST NE,38.94770980900170,-76.99704565388880,WASHINGTON,DC,5,5A,5A03,FOURTH,405,20,NONE,NONE,NONE,NONE
1157355,12057467,4/27/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:07 AM,1900 B/O 23RD ST SE,38.866577629317,-76.97330283799940,WASHINGTON,DC,8,7B,7B03,SEVENTH,701,34,NONE,NONE,NONE,NONE
1157356,12057331,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:08 AM,3400 B/O 13TH PL SE,38.841647259370,-76.98728147766310,WASHINGTON,DC,8,8E,8E03,SEVENTH,705,38,NONE,NONE,NONE,NONE
1157358,12057465,4/27/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:07 AM,5400 B/O JAMES PL NE,38.90006407540860,-76.92231863443650,WASHINGTON,DC,7,7C,7C06,SIXTH,608,31,NONE,NONE,NONE,NONE
1157361,12057259,4/27/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:07 AM,900 B/O RHODE ISLAND AVE NE,38.92221671815250,-76.99314002978120,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
1157365,12057478,4/27/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:07 AM,UNIT B/O ANACOSTIA RD SE,38.88912974690770,-76.95185515354650,WASHINGTON,DC,7,7A,7A05,SIXTH,603,32,NONE,NONE,NONE,NONE
1157366,12057429,4/27/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:08 AM,2200 B/O MOUNT VIEW PL SE,38.86330560818640,-76.98903541181230,WASHINGTON,DC,8,8A,8A03,SEVENTH,701,28,NONE,NONE,NONE,NONE
1157367,12057458,4/27/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:07 AM,11TH ST NW & EUCLID ST NW,38.92376662347510,-77.02703800927210,WASHINGTON,DC,1,1B,1B09,THIRD,304,2,NONE,NONE,NONE,NONE
1157370,12057457,4/27/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:07 AM,1400 B/O Q ST NW,38.91112673214830,-77.03325393683610,WASHINGTON,DC,2,2F,2F01,SECOND,208,7,NONE,NONE,NONE,NONE
1157374,12057393,4/27/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:07 AM,2400 B/O ELVANS RD SE,38.85417241607060,-76.98842412463020,WASHINGTON,DC,8,8A,8A07,SEVENTH,703,37,NONE,NONE,ELVANS RD SE,NONE
1157395,12057489,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1200 B/O TUCKERMAN ST NW,38.96750408006550,-77.028736717481,WASHINGTON,DC,4,4A,4A04,FOURTH,402,17,NONE,NONE,NONE,NONE
1157397,12057507,4/28/2012 12:00:00 AM,UNK,BURGLARY,1,4/30/2012 10:12:07 AM,200 B/O SAVANNAH ST SE,38.84148768684630,-77.00178194979340,WASHINGTON,DC,8,8C,8C04,SEVENTH,707,39,NONE,NONE,NONE,NONE
1157407,12057505,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,2000 B/O GEORGIA AVE NW,38.917010448565,-77.02189473764020,WASHINGTON,DC,1,1B,1B01,THIRD,306,3,NONE,NONE,NONE,NONE
1157426,12057561,4/28/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:07 AM,700 B/O GIRARD ST NW,38.92600675363890,-77.02430488789840,WASHINGTON,DC,1,1B,1B09,THIRD,304,2,NONE,NONE,NONE,NONE
1157439,12057557,4/28/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:07 AM,11TH ST NW & CLIFTON ST NW,38.92242771736310,-77.02703611815170,WASHINGTON,DC,1,1B,1B03,THIRD,304,2,NONE,NONE,NONE,NONE
1157478,12057575,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,1800 B/O IRVING ST NE,38.92904985841040,-76.978333160426,WASHINGTON,DC,5,5A,5A10,FIFTH,504,22,NONE,NONE,NONE,NONE
1157495,12057604,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,4TH ST NE & FLORIDA AVE NE,38.90714937560610,-77.00048388663470,WASHINGTON,DC,6,5B,5B06,FIFTH,506,NONE,NONE,NONE,NONE,NONE
1157503,12057610,4/28/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:07 AM,2200 B/O CHANNING ST NE,38.92236731341910,-76.97339251326720,WASHINGTON,DC,5,5B,5B02,FIFTH,503,22,NONE,NONE,NONE,NONE
1157506,12057607,4/28/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:08 AM,1700 B/O EUCLID ST NW,38.92310937376320,-77.04019915154440,WASHINGTON,DC,1,1C,1C06,THIRD,303,1,NONE,NONE,NONE,NONE
1157512,12057586,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,EASTERN AVE NE & QUEENS CHAPEL RD NE,38.94638800955770,-76.97771649893620,,,5,5A,5A08,FIFTH,503,20,NONE,NONE,NONE,NONE
1157513,12057620,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,2200 B/O CHANNING ST NE,38.92236731341910,-76.97339251326720,WASHINGTON,DC,5,5B,5B02,FIFTH,503,22,NONE,NONE,NONE,NONE
1157515,12057616,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,600 B/O L ST NW,38.90416543844690,-77.02090615764180,WASHINGTON,DC,6,2C,2C03,THIRD,308,8,NONE,NONE,NONE,NONE
1157521,12057617,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,1800 B/O HAMLIN ST NE,38.92771467321310,-76.97856976970370,WASHINGTON,DC,5,5A,5A10,FIFTH,504,22,NONE,NONE,NONE,NONE
1157525,12057601,4/28/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:07 AM,1800 B/O 3RD ST NW,38.91511251720880,-77.01569643818850,WASHINGTON,DC,1,1B,1B01,THIRD,306,3,NONE,NONE,NONE,NONE
1157528,12057635,4/28/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:07 AM,2900 B/O V ST NE,38.91891918861070,-76.96712209606390,WASHINGTON,DC,5,5B,5B09,FIFTH,503,24,NONE,NONE,NONE,NONE
1157532,12057621,4/28/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:07 AM,2300 B/O HARTFORD ST SE,38.85405387158850,-76.97222572141830,WASHINGTON,DC,8,8B,8B03,SEVENTH,702,36,NONE,NONE,NONE,NONE
1157535,12057637,4/28/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:07 AM,2800 B/O QUEBEC ST NW,38.93704822424520,-77.05685199281150,WASHINGTON,DC,3,3C,3C04,SECOND,203,15,NONE,NONE,NONE,NONE
1157537,12057639,4/28/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:07 AM,3200 B/O 28TH ST SE,38.85066684621570,-76.96795793133980,WASHINGTON,DC,8,8B,8B04,SEVENTH,702,36,NONE,NONE,NONE,NONE
1157555,12057646,4/28/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:07 AM,4200 B/O 4TH ST SE,38.82730658404570,-77.000534363609,WASHINGTON,DC,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
1157562,12057643,4/28/2012 12:00:00 AM,UNK,ROBBERY,KNIFE,4/30/2012 10:12:07 AM,2200 B/O CHAMPLAIN ST NW,38.92002231885450,-77.04081081144210,WASHINGTON,DC,1,1C,1C07,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
1157564,12057648,4/28/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:07 AM,4400 B/O DEXTER ST NW,38.92445445020420,-77.08705582460830,WASHINGTON,DC,3,3D,3D01,SECOND,205,13,NONE,NONE,NONE,NONE
1157567,12057109,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,1500 B/O GALLATIN PL NE,38.95004489285650,-76.98430956920710,WASHINGTON,DC,5,5A,5A08,FOURTH,405,20,NONE,NONE,NONE,NONE
1157568,12057655,4/28/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:08 AM,3400 B/O 18TH ST SE,38.84549511793860,-76.978152394395,WASHINGTON,DC,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
1157571,12057669,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,UNIT B/O 55TH ST SE,38.88704435365010,-76.92218261041110,WASHINGTON,DC,7,7E,7E07,SIXTH,604,33,NONE,NONE,NONE,NONE
1157584,12057677,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1600 B/O HARVARD ST NW,38.92709177260360,-77.03804134553310,WASHINGTON,DC,1,1D,1D06,FOURTH,408,2,NONE,NONE,NONE,NONE
1157599,12057701,4/28/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:08 AM,9TH ST NW & MISSOURI AVE NW,38.96030052456260,-77.02594953314030,,,4,4B,4B05,FOURTH,402,17,NONE,NONE,NONE,NONE
1157604,12057687,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:08 AM,4100 B/O 9TH ST NW,38.94134647179380,-77.02503825669640,WASHINGTON,DC,4,4C,4C07,FOURTH,407,18,NONE,NONE,NONE,NONE
1157605,12057681,4/28/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:07 AM,1900 B/O 14TH ST NW,38.91630162503760,-77.03195077169090,WASHINGTON,DC,2,2B,2B09,THIRD,301,3,NONE,NONE,NONE,NONE
1157607,12057691,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:07 AM,700 B/O VARNUM ST NW,38.94302716732280,-77.02253716111330,WASHINGTON,DC,4,4C,4C07,FOURTH,407,18,NONE,NONE,NONE,NONE
1157610,12057710,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,900 B/O VARNUM ST NW,38.94293564100080,-77.02545480067960,WASHINGTON,DC,4,4C,4C07,FOURTH,407,18,NONE,NONE,NONE,NONE
1157617,12057722,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:07 AM,2700 B/O STANTON RD SE,38.85706798158780,-76.98711462398880,WASHINGTON,DC,8,8A,8A07,SEVENTH,703,37,NONE,NONE,NONE,NONE
1157620,12057718,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1800 B/O COLUMBIA RD NW,38.92158218189170,-77.04349981149140,WASHINGTON,DC,1,1C,1C03,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
1157626,12057729,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,5300 B/O WISCONSIN AVE NW,38.95991196771880,-77.08528804528720,WASHINGTON,DC,3,3E,3E04,SECOND,202,11,NONE,NONE,NONE,NONE
1157629,12057736,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:08 AM,EAST CAPITOL ST & NORTH CAROLINA AVE NE,38.89037626886170,-76.98890656677870,WASHINGTON,DC,6,6A,6A04,FIRST,107,26,NONE,NONE,NONE,NONE
1157633,12057732,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,3600 B/O 16TH ST NW,38.93711435855810,-77.03644805378130,WASHINGTON,DC,1,1D,1D02,FOURTH,408,2,NONE,NONE,NONE,NONE
1157634,12057741,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,3500 B/O HOLMEAD PL NW,38.93534188648420,-77.030894724391,WASHINGTON,DC,1,1A,1A04,FOURTH,409,2,NONE,NONE,NONE,NONE
1157635,12057738,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:08 AM,500 B/O 9TH ST SE,38.88199641893960,-76.99376121966310,WASHINGTON,DC,6,6B,6B04,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
1157639,12057727,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,1400 B/O IRVING ST NW,38.92872623374630,-77.03397112570580,WASHINGTON,DC,1,1A,1A03,THIRD,302,2,NONE,NONE,NONE,NONE
1157647,12057743,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,1600 B/O 4TH ST NW,38.91186199184080,-77.01616737639910,WASHINGTON,DC,5,5C,5C01,FIFTH,501,21,NONE,NONE,NONE,NONE
1157655,12057762,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,500 B/O 7TH ST NW,38.89667744937130,-77.02191868516680,WASHINGTON,DC,2,2C,2C03,FIRST,102,8,NONE,NONE,NONE,DOWNTOWN BID
1157658,12057775,4/28/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:08 AM,3300 B/O DENVER ST SE,38.85834955258550,-76.95955029260680,WASHINGTON,DC,7,7B,7B05,SIXTH,606,35,NONE,NONE,NONE,NONE
1157659,12057768,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:08 AM,400 B/O 7TH ST NW,38.89546317846040,-77.021916582968,WASHINGTON,DC,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,DOWNTOWN BID
1157669,12057754,4/28/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:07 AM,13TH ST SE & V ST SE,38.86539775449580,-76.98755962087650,WASHINGTON,DC,8,8A,8A03,SEVENTH,701,28,NONE,NONE,NONE,NONE
1157675,12057802,4/28/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:07 AM,1400 B/O CEDAR ST SE,38.86218100142550,-76.98573681181960,WASHINGTON,DC,8,8A,8A05,SEVENTH,701,28,NONE,NONE,NONE,NONE
1157676,12057807,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:08 AM,1400 B/O WEBSTER ST NW,38.94399754040210,-77.033621457077,WASHINGTON,DC,4,4C,4C03,FOURTH,404,18,NONE,NONE,NONE,NONE
1157678,12057814,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1500 B/O ALABAMA AVE SE,38.84654267672080,-76.98151456152750,WASHINGTON,DC,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
1157679,12057798,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1800 B/O CLYDESDALE PL NW,38.92564560354310,-77.04411811723040,WASHINGTON,DC,1,1C,1C04,THIRD,303,1,NONE,NONE,NONE,NONE
1157686,12057818,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,3600 B/O EDMUNDS ST NW,38.92463803033770,-77.072168364334,WASHINGTON,DC,3,3C,3C08,SECOND,204,14,NONE,NONE,NONE,NONE
1157699,12057843,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:08 AM,1300 B/O PARK RD NW,38.93083857704670,-77.03111421021640,WASHINGTON,DC,1,1A,1A06,THIRD,302,2,NONE,NONE,NONE,NONE
1157700,12057823,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,3100 B/O 14TH ST NW,38.929521111408,-77.03276400281860,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
1157701,12057759,4/28/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:08 AM,700 B/O 46TH ST SE,38.87939096237760,-76.93573389982520,WASHINGTON,DC,7,7E,7E03,SIXTH,604,33,NONE,NONE,NONE,NONE
1157706,12057773,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,800 B/O MOUNT VERNON PL NW,38.90294335443520,-77.02351041398230,WASHINGTON,DC,2,2C,2C03,THIRD,308,8,NONE,NONE,NONE,DOWNTOWN BID
1157713,12057840,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:08 AM,3400 B/O 19TH ST SE,38.84579952993440,-76.97675261719380,WASHINGTON,DC,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
1157716,12057876,4/28/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:07 AM,4200 B/O MASSACHUSETTS AVE NW,38.93414970930960,-77.08073485751410,WASHINGTON,DC,3,3E,3E05,SECOND,204,14,NONE,NONE,NONE,NONE
1157718,12057867,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:08 AM,2000 B/O BELMONT RD NW,38.92048251307990,-77.04749134787090,WASHINGTON,DC,1,1C,1C02,THIRD,303,1,NONE,NONE,NONE,NONE
1157719,12057854,4/28/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:07 AM,13TH ST SE & PENNSYLVANIA AVE SE,38.88145639071940,-76.98830893618270,WASHINGTON,DC,6,6B,6B06,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
1157721,12057735,4/28/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:07 AM,1ST ST NE & K ST NE,38.902514972375,-77.00588719451740,WASHINGTON,DC,6,6C,6C04,FIRST,103,25,NONE,NONE,NONE,NOMA BID
1157726,12057864,4/28/2012 12:00:00 AM,UNK,ADW,GUN,4/30/2012 10:12:07 AM,600 B/O 44TH ST NE,38.89794387944630,-76.93918981053970,WASHINGTON,DC,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,NONE
1157728,12057810,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,3000 B/O K ST NW,38.90259788405060,-77.06003986635580,WASHINGTON,DC,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
1157731,12057878,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,18TH ST NE & RHODE ISLAND AVE NE,38.92765062615180,-76.97909684424160,WASHINGTON,DC,5,5A,5A10,FIFTH,504,22,NONE,NONE,NONE,NONE
1157733,12057889,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,3200 B/O M ST NW,38.90514319886820,-77.06426509131240,WASHINGTON,DC,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
1157736,12057872,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1200 B/O G ST NW,38.89831394536030,-77.02884898144240,WASHINGTON,DC,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
1157740,12057902,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,3500 B/O GEORGIA AVE NW,38.93372654301480,-77.02386542033710,WASHINGTON,DC,1,1A,1A09,FOURTH,409,2,NONE,NONE,GEORGIA AVE NW,NONE
1157741,12057904,4/28/2012 12:00:00 AM,UNK,ROBBERY,ASSAULT W/INTENT,4/30/2012 10:12:07 AM,1200 B/O 48TH ST NE,38.90663933587090,-76.93375247201890,WASHINGTON,DC,7,7C,7C07,SIXTH,602,31,NONE,NONE,NONE,NONE
1157758,12057931,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,4700 B/O CONNECTICUT AVE NW,38.95139352044780,-77.06774466752280,WASHINGTON,DC,3,3F,3F05,SECOND,203,12,NONE,NONE,NONE,NONE
1157785,12057952,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:08 AM,25TH ST SE & SKYLAND PL SE,38.86074740318970,-76.96969660471160,WASHINGTON,DC,8,8B,8B01,SEVENTH,702,36,NONE,NONE,NONE,NONE
1157786,12057849,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,3800 B/O NEW HAMPSHIRE AVE NW,38.93815700349810,-77.02297183680890,WASHINGTON,DC,4,4C,4C08,FOURTH,407,18,NONE,NONE,NONE,NONE
1157795,12057918,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,2800 B/O ALABAMA AVE SE,38.86031258248070,-76.96583755357920,WASHINGTON,DC,7,7B,7B05,SIXTH,606,35,NONE,NONE,NONE,NONE
1157797,12057967,4/28/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:08 AM,14TH ST SE & T ST SE,38.86758462145550,-76.98512040598210,,,8,8A,8A03,SIXTH,607,34,NONE,NONE,NONE,NONE
1157807,12057890,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,2300 B/O PENNSYLVANIA AVE SE,38.87412368784190,-76.97209345073790,WASHINGTON,DC,7,8A,8A01,SIXTH,607,34,NONE,NONE,NONE,NONE
1157808,12057977,4/28/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:07 AM,6000 B/O 13TH ST NW,38.96324026602290,-77.02969160563670,WASHINGTON,DC,4,4A,4A06,FOURTH,402,17,NONE,NONE,NONE,NONE
1157814,12057944,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:08 AM,1400 B/O WEST VIRGINIA AVE NE,38.90706232992540,-76.98963656963150,WASHINGTON,DC,5,5B,5B06,FIFTH,506,23,NONE,NONE,WEST VIRGINIA AVE NE,NONE
1157818,12057972,4/28/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:07 AM,UNIT B/O 53RD ST SE,38.888618237701,-76.92578396116750,WASHINGTON,DC,7,7E,7E07,SIXTH,604,33,NONE,NONE,NONE,NONE
1157820,12058000,4/28/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1200 B/O K ST NW,38.902523944147,-77.02885356625050,WASHINGTON,DC,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
1157826,12057999,4/28/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:07 AM,1800 B/O COLUMBIA RD NW,38.92158218189170,-77.04349981149140,WASHINGTON,DC,1,1C,1C03,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
1157827,12057838,4/28/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:08 AM,3700 B/O ELY PL SE,38.88305858673360,-76.949156602373,WASHINGTON,DC,7,7A,7A05,SIXTH,603,32,NONE,NONE,NONE,NONE
1157845,12058006,4/29/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:08 AM,800 B/O R ST NW,38.91260605514690,-77.02345645246820,WASHINGTON,DC,6,2C,2C01,THIRD,308,7,NONE,NONE,NONE,NONE
1157846,12058011,4/29/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,2800 B/O BLADENSBURG RD NE,38.92635096336920,-76.96376849168760,WASHINGTON,DC,5,5A,5A11,FIFTH,503,24,NONE,NONE,NONE,NONE
1157863,12058077,4/29/2012 12:00:00 AM,UNK,ROBBERY,KNIFE,4/30/2012 10:12:07 AM,49TH ST NE & BLAINE ST NE,38.89188526363490,-76.93290973936360,,,7,7C,7C03,SIXTH,608,33,NONE,NONE,NONE,NONE
1157866,12058070,4/29/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:07 AM,1ST ST NW & W ST NW,38.919177217089,-77.01214902413160,WASHINGTON,DC,5,5C,5C04,FIFTH,501,21,NONE,NONE,NONE,NONE
1157868,12058063,4/29/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:07 AM,1100 B/O IRVING ST NW,38.92863212557170,-77.02860644430430,WASHINGTON,DC,1,1A,1A11,THIRD,302,2,NONE,NONE,NONE,NONE
1157873,12058066,4/29/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1300 B/O NEW HAMPSHIRE AVE NW,38.90796641321140,-77.04500648156010,WASHINGTON,DC,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1158133,12058056,4/29/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:07 AM,5500 B/O 8TH ST NW,38.95686258868510,-77.02405906307290,WASHINGTON,DC,4,4D,4D01,FOURTH,403,18,NONE,NONE,NONE,NONE
1158135,12058040,4/29/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1300 B/O NEW HAMPSHIRE AVE NW,38.90796641321140,-77.04500648156010,WASHINGTON,DC,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1158145,12058078,4/29/2012 12:00:00 AM,UNK,ROBBERY,CAR JACKING - GUN,4/30/2012 10:12:08 AM,DIVISION AVE NE & EAST CAPITOL ST,38.88976579478240,-76.92796597821470,WASHINGTON,DC,7,7C,7C03,SIXTH,604,33,NONE,NONE,NONE,NONE
1158148,12058098,4/29/2012 12:00:00 AM,UNK,ADW,CLUB,4/30/2012 10:12:07 AM,2000 B/O VERMONT AVE NW,38.91757619373730,-77.02501081301940,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
1158160,12058081,4/29/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,2200 B/O ONTARIO RD NW,38.91989538133610,-77.03967957954080,WASHINGTON,DC,1,1C,1C07,THIRD,303,1,NONE,NONE,NONE,NONE
1158167,12058060,4/29/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:07 AM,UNIT B/O BRYANT ST NW,38.92130293894210,-77.010595411860,WASHINGTON,DC,5,5C,5C07,FIFTH,501,21,NONE,NONE,NONE,NONE
1158188,12058032,4/29/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:07 AM,2600 B/O NAYLOR RD SE,38.86252567984010,-76.96975322995030,WASHINGTON,DC,8,8B,8B01,SIXTH,606,35,NONE,NONE,NONE,NONE
